date,time,venue,rest days,result,gf/gp,ga/gp,net goals,opponent,shots for,shots against,shot diff,pp opp/gp,ts/gp,pp%,pk%,fow%,team
2024-11-09,13:00,Away,1,L,2,2,0,Buffalo Sabres,26,19,7,3,2,0,50,40.0,Calgary Flames
2024-11-09,19:00,Away,1,W,3,2,1,Boston Bruins,34,16,18,3,2,33.3,100,52.9,Ottawa Senators
2024-11-09,19:00,Away,1,W,4,0,4,Detroit Red Wings,24,37,-13,2,2,50,100,44.8,New York Rangers
2024-11-09,19:00,Home,0,W,4,1,3,Montreal Canadiens,27,21,6,4,2,50,50,56.5,Toronto Maple Leafs
2024-11-09,18:00,Home,1,L,3,3,0,Philadelphia Flyers,31,37,-6,2,2,0,100,55.7,Florida Panthers
2024-11-09,19:00,Away,0,W,8,1,7,St. Louis Blues,27,25,2,2,3,100,100,46.2,Washington Capitals
2024-11-09,21:00,Away,1,L,4,6,-2,Colorado Avalanche,31,29,2,4,5,25,80,59.7,Carolina Hurricanes
2024-11-09,,Away,1,L,1,4,-3,Toronto Maple Leafs,21,27,-6,2,4,50,50,43.6,Montréal Canadiens
2024-11-09,21:00,Home,1,W,5,2,3,Columbus Blue Jackets,23,26,-3,4,3,25,66.7,56.9,Los Angeles Kings
2024-11-09,19:30,Away,1,W,4,3,1,New York Islanders,33,22,11,2,0,50,--,44.4,New Jersey Devils
2024-11-09,21:00,Away,3,L,2,5,-3,Los Angeles Kings,26,23,3,3,4,33.3,75,43.1,Columbus Blue Jackets
2024-11-09,21:00,Home,1,W,6,4,2,Carolina Hurricanes,29,31,-2,5,4,20,75,40.3,Colorado Avalanche
2024-11-09,15:00,Home,1,W,4,1,3,Dallas Stars,25,33,-8,5,4,40,100,46.2,Winnipeg Jets
2024-11-09,19:00,Home,0,L,0,4,-4,New York Rangers,37,24,13,2,2,0,50,55.2,Detroit Red Wings
2024-11-09,20:00,Home,1,W,4,0,4,Utah Hockey Club,21,27,-6,4,2,50,100,56.3,Nashville Predators
2024-11-09,19:00,Home,1,L,1,8,-7,Washington Capitals,25,27,-2,3,2,0.0,0,53.9,St. Louis Blues
2024-11-09,18:00,Away,1,L,3,3,0,Florida Panthers,37,31,6,2,2,0,100,44.3,Philadelphia Flyers
2024-11-09,20:00,Away,1,L,0,4,-4,Nashville Predators,27,21,6,2,4,0,50,43.8,Utah Hockey Club
2024-11-09,22:00,Home,1,L,3,7,-4,Edmonton Oilers,20,31,-11,2,3,50,66.7,53.3,Vancouver Canucks
2024-11-09,19:00,Home,1,L,2,3,-1,Ottawa Senators,16,34,-18,2,3,0,66.7,47.1,Boston Bruins
2024-11-09,13:00,Home,1,L,2,2,0,Calgary Flames,19,26,-7,2,3,50,100,60.0,Buffalo Sabres
2024-11-09,15:00,Away,1,L,1,4,-3,Winnipeg Jets,33,25,8,4,5,0,60,53.9,Dallas Stars
2024-11-09,19:30,Home,1,L,3,4,-1,New Jersey Devils,22,33,-11,0,2,--,50,55.6,New York Islanders
2024-11-09,22:00,Away,2,W,7,3,4,Vancouver Canucks,31,20,11,3,2,33.3,50,46.7,Edmonton Oilers
2024-11-10,20:00,Home,1,W,4,2,2,Columbus Blue Jackets,30,40,-10,2,2,0,50,43.3,Anaheim Ducks
2024-11-10,19:00,Away,1,L,1,2,-1,Chicago Blackhawks,33,22,11,3,3,0,100,48.2,Minnesota Wild
2024-11-10,19:00,Home,0,L,0,1,-1,San Jose Sharks,44,27,17,2,3,0,100,58.8,New Jersey Devils
2024-11-10,19:00,Home,2,W,2,1,1,Minnesota Wild,22,33,-11,3,3,0,100,51.9,Chicago Blackhawks
2024-11-10,20:00,Away,0,L,2,4,-2,Anaheim Ducks,40,30,10,2,2,50,100,56.7,Columbus Blue Jackets
2024-11-10,19:00,Away,2,W,1,0,1,New Jersey Devils,27,44,-17,3,2,0,100,41.2,San Jose Sharks
2024-11-11,,Away,1,W,7,5,2,Buffalo Sabres,23,18,5,6,4,33.3,75,39.4,Montréal Canadiens
2024-11-11,22:00,Away,1,W,5,2,3,Vegas Golden Knights,34,32,2,4,3,0,66.7,59.7,Carolina Hurricanes
2024-11-11,12:30,Home,1,L,5,7,-2,Montreal Canadiens,18,23,-5,4,6,25,66.7,60.6,Buffalo Sabres
2024-11-11,19:00,Away,1,W,7,1,6,Pittsburgh Penguins,40,21,19,4,1,50,100,51.0,Dallas Stars
2024-11-11,19:00,Away,0,L,3,3,0,Philadelphia Flyers,31,43,-12,3,3,0.0,66.7,50.0,San Jose Sharks
2024-11-11,20:30,Home,1,W,3,1,2,Los Angeles Kings,28,29,-1,2,1,0,100,54.4,Calgary Flames
2024-11-11,21:00,Home,1,W,3,2,1,Nashville Predators,32,30,2,2,2,0,100,44.6,Colorado Avalanche
2024-11-11,22:00,Home,2,L,2,5,-3,Carolina Hurricanes,32,34,-2,3,4,33.3,100,40.3,Vegas Golden Knights
2024-11-11,19:00,Home,1,L,3,3,0,San Jose Sharks,43,31,12,3,3,33.3,100,50.0,Philadelphia Flyers
2024-11-11,19:00,Home,2,L,1,7,-6,Dallas Stars,21,40,-19,1,4,0,50,49.0,Pittsburgh Penguins
2024-11-11,21:00,Away,1,L,2,3,-1,Colorado Avalanche,30,32,-2,2,2,0,100,55.4,Nashville Predators
2024-11-12,19:00,Away,2,W,6,3,3,New York Rangers,33,36,-3,2,4,50,75,35.3,Winnipeg Jets
2024-11-12,22:00,Home,3,W,5,2,3,Columbus Blue Jackets,33,40,-7,3,1,33.3,100,45.5,Seattle Kraken
2024-11-12,19:00,Home,2,L,3,6,-3,Winnipeg Jets,36,33,3,4,2,25,50,64.7,New York Rangers
2024-11-12,19:00,Home,2,L,0,3,-3,Ottawa Senators,27,41,-14,4,3,0,100,53.7,Toronto Maple Leafs
2024-11-12,19:30,Home,2,L,1,4,-3,New Jersey Devils,35,24,11,3,1,33.3,100,60.3,Florida Panthers
2024-11-12,22:00,Home,2,W,3,1,2,Calgary Flames,32,29,3,3,2,33.3,100,59.0,Vancouver Canucks
2024-11-12,21:00,Home,2,W,4,3,1,New York Islanders,42,22,20,2,2,50,100,53.3,Edmonton Oilers
2024-11-12,22:00,Away,0,L,1,3,-2,Vancouver Canucks,29,32,-3,2,3,0,66.7,41.0,Calgary Flames
2024-11-12,22:00,Away,1,L,2,5,-3,Seattle Kraken,40,33,7,1,3,0,66.7,54.6,Columbus Blue Jackets
2024-11-12,20:00,Away,2,W,3,2,1,St. Louis Blues,30,22,8,4,3,0,33.3,54.2,Boston Bruins
2024-11-12,19:00,Away,2,W,3,0,3,Toronto Maple Leafs,41,27,14,3,4,0,100,46.3,Ottawa Senators
2024-11-12,19:30,Away,1,W,4,1,3,Florida Panthers,24,35,-11,1,3,0,66.7,39.7,New Jersey Devils
2024-11-12,21:00,Away,2,L,3,4,-1,Edmonton Oilers,22,42,-20,2,2,0,50,46.7,New York Islanders
2024-11-12,20:00,Home,2,L,2,3,-1,Boston Bruins,22,30,-8,3,4,66.7,100,45.8,St. Louis Blues
2024-11-13,19:30,Away,0,W,4,3,1,Washington Capitals,34,27,7,2,1,50,100,46.3,Toronto Maple Leafs
2024-11-13,19:30,Home,1,L,2,3,-1,Detroit Red Wings,33,31,2,2,2,0,50,45.5,Pittsburgh Penguins
2024-11-13,19:30,Home,3,L,3,4,-1,Toronto Maple Leafs,27,34,-7,1,2,0,50,53.7,Washington Capitals
2024-11-13,22:00,Home,1,W,4,2,2,Los Angeles Kings,26,15,11,3,1,0,100,32.8,Colorado Avalanche
2024-11-13,19:30,Away,3,W,3,2,1,Pittsburgh Penguins,31,33,-2,2,2,50,100,54.6,Detroit Red Wings
2024-11-13,21:00,Home,3,W,4,1,3,Carolina Hurricanes,21,50,-29,1,6,0,83.3,41.1,Utah Hockey Club
2024-11-13,22:00,Home,2,L,2,3,-1,Vegas Golden Knights,24,39,-15,3,3,0,66.7,41.2,Anaheim Ducks
2024-11-13,21:00,Away,1,L,1,4,-3,Utah Hockey Club,50,21,29,6,1,16.7,100,58.9,Carolina Hurricanes
2024-11-13,22:00,Away,1,L,2,4,-2,Colorado Avalanche,15,26,-11,1,3,0,100,67.2,Los Angeles Kings
2024-11-13,22:00,Away,1,W,3,2,1,Anaheim Ducks,39,24,15,3,3,33.3,100,58.8,Vegas Golden Knights
2024-11-14,22:00,Away,1,W,5,2,3,Vancouver Canucks,32,26,6,5,1,20,100,59.3,New York Islanders
2024-11-14,21:00,Away,2,L,2,3,-1,Edmonton Oilers,22,34,-12,2,4,0,100,52.6,Nashville Predators
2024-11-14,21:00,Home,1,W,3,2,1,Nashville Predators,34,22,12,4,2,0,100,47.4,Edmonton Oilers
2024-11-14,20:00,Home,3,W,3,0,3,Montreal Canadiens,28,19,9,3,3,33.3,100,46.0,Minnesota Wild
2024-11-14,22:00,Away,3,L,1,3,-2,Seattle Kraken,19,26,-7,1,3,0,66.7,48.2,Chicago Blackhawks
2024-11-14,22:00,Home,1,W,3,1,2,Chicago Blackhawks,26,19,7,3,1,33.3,100,51.8,Seattle Kraken
2024-11-14,22:00,Away,1,W,5,2,3,Vancouver Canucks,32,26,6,5,1,20,100,59.3,New York Islanders
2024-11-14,19:30,Away,1,L,3,4,-1,Buffalo Sabres,27,33,-6,1,3,0.0,66.7,63.9,St. Louis Blues
2024-11-14,19:00,Away,1,W,6,2,4,Florida Panthers,29,27,2,5,5,60,100,61.1,New Jersey Devils
2024-11-14,22:00,Home,1,L,2,5,-3,New York Islanders,26,32,-6,1,5,0,80,40.7,Vancouver Canucks
2024-11-14,19:00,Away,2,W,5,4,1,Ottawa Senators,19,37,-18,2,6,0,66.7,38.6,Philadelphia Flyers
2024-11-14,20:00,Away,1,L,2,7,-5,Dallas Stars,25,38,-13,2,2,0,100,57.1,Boston Bruins
2024-11-14,19:00,Home,1,L,2,6,-4,New Jersey Devils,27,29,-2,5,5,0,40,38.9,Florida Panthers
2024-11-14,19:00,Away,2,L,2,3,-1,New York Rangers,27,35,-8,3,1,33.3,100,50.0,San Jose Sharks
2024-11-14,19:30,Home,2,W,4,3,1,St. Louis Blues,33,27,6,3,1,33.3,100,36.1,Buffalo Sabres
2024-11-14,19:00,Home,1,L,4,5,-1,Philadelphia Flyers,37,19,18,6,2,33.3,100,61.4,Ottawa Senators
2024-11-14,,Away,2,L,0,3,-3,Minnesota Wild,19,28,-9,3,3,0,66.7,54.0,Montréal Canadiens
2024-11-14,19:00,Away,1,L,1,4,-3,Tampa Bay Lightning,24,29,-5,5,3,0,66.7,43.1,Winnipeg Jets
2024-11-14,19:00,Home,4,W,4,1,3,Winnipeg Jets,29,24,5,3,5,33.3,100,56.9,Tampa Bay Lightning
2024-11-14,20:00,Home,2,W,7,2,5,Boston Bruins,38,25,13,2,2,0,100,42.9,Dallas Stars
2024-11-14,19:00,Home,1,W,3,2,1,San Jose Sharks,35,27,8,1,3,0,66.7,50.0,New York Rangers
2024-11-15,21:00,Away,0,L,0,2,-2,Calgary Flames,29,33,-4,2,4,0,100,50.6,Nashville Predators
2024-11-15,21:00,Away,1,W,4,2,2,Utah Hockey Club,29,32,-3,3,4,66.7,75,39.1,Vegas Golden Knights
2024-11-15,19:00,Away,1,L,2,6,-4,Columbus Blue Jackets,23,39,-16,4,5,25,80,47.5,Pittsburgh Penguins
2024-11-15,22:00,Away,1,L,4,6,-2,Anaheim Ducks,25,29,-4,4,4,75,50,58.6,Detroit Red Wings
2024-11-15,19:00,Home,2,W,6,2,4,Pittsburgh Penguins,39,23,16,5,4,20,75,52.5,Columbus Blue Jackets
2024-11-15,21:00,Home,1,L,2,5,-3,Washington Capitals,19,20,-1,1,2,0,50,49.2,Colorado Avalanche
2024-11-15,21:00,Home,2,W,2,0,2,Nashville Predators,33,29,4,4,2,0,100,49.4,Calgary Flames
2024-11-15,21:00,Away,1,W,5,2,3,Colorado Avalanche,20,19,1,2,1,50,100,50.8,Washington Capitals
2024-11-15,21:00,Home,1,L,2,4,-2,Vegas Golden Knights,32,29,3,4,3,25,33.3,60.9,Utah Hockey Club
2024-11-15,22:00,Home,1,W,6,4,2,Detroit Red Wings,29,25,4,4,4,50,25,41.4,Anaheim Ducks
2024-11-16,19:00,Away,1,L,0,4,-4,Tampa Bay Lightning,29,26,3,4,3,0,66.7,50.0,New Jersey Devils
2024-11-16,22:00,Home,1,W,4,1,3,Chicago Blackhawks,33,29,4,3,1,33.3,100,62.8,Vancouver Canucks
2024-11-16,13:00,Away,1,W,3,2,1,Boston Bruins,31,18,13,2,1,0.0,100,44.1,St. Louis Blues
2024-11-16,,Away,1,W,5,1,4,Columbus Blue Jackets,30,26,4,4,4,25,100,50.0,Montréal Canadiens
2024-11-16,20:00,Away,0,L,1,4,-3,Los Angeles Kings,18,41,-23,0,1,--,100,44.1,Detroit Red Wings
2024-11-16,19:00,Away,1,L,3,4,-1,Toronto Maple Leafs,30,22,8,2,4,50,100,55.8,Edmonton Oilers
2024-11-16,20:00,Home,2,W,4,1,3,Detroit Red Wings,41,18,23,1,0,0,--,55.9,Los Angeles Kings
2024-11-16,19:00,Home,0,L,3,3,0,San Jose Sharks,36,29,7,1,4,0,75,56.5,Pittsburgh Penguins
2024-11-16,22:00,Away,1,L,1,4,-3,Vancouver Canucks,29,33,-4,1,3,0,66.7,37.3,Chicago Blackhawks
2024-11-16,20:00,Away,1,W,2,1,1,Minnesota Wild,40,23,17,1,2,0,100,57.1,Dallas Stars
2024-11-16,19:00,Home,2,W,4,3,1,Edmonton Oilers,22,30,-8,4,2,0,50,44.2,Toronto Maple Leafs
2024-11-16,19:00,Away,1,L,2,5,-3,Philadelphia Flyers,25,32,-7,4,5,25,80,49.4,Buffalo Sabres
2024-11-16,19:00,Home,2,W,4,0,4,Ottawa Senators,28,24,4,5,4,40,100,48.2,Carolina Hurricanes
2024-11-16,19:00,Home,1,W,5,2,3,Buffalo Sabres,32,25,7,5,4,20,75,50.7,Philadelphia Flyers
2024-11-16,19:00,Away,0,L,1,5,-4,Montreal Canadiens,26,30,-4,4,4,0,75,50.0,Columbus Blue Jackets
2024-11-16,13:00,Home,1,L,2,3,-1,St. Louis Blues,18,31,-13,1,2,0,100,55.9,Boston Bruins
2024-11-16,20:00,Home,1,L,1,2,-1,Dallas Stars,23,40,-17,2,1,0,100,42.9,Minnesota Wild
2024-11-16,16:00,Home,1,W,3,2,1,New York Islanders,27,24,3,4,1,0.0,100,42.1,Seattle Kraken
2024-11-16,19:00,Home,1,W,4,0,4,New Jersey Devils,26,29,-3,3,4,33.3,100,50.0,Tampa Bay Lightning
2024-11-16,19:00,Away,1,L,0,5,-5,Florida Panthers,27,31,-4,2,3,0,100,60.3,Winnipeg Jets
2024-11-16,19:00,Home,1,W,5,0,5,Winnipeg Jets,31,27,4,3,2,0,100,39.7,Florida Panthers
2024-11-16,19:00,Away,1,L,3,3,0,Pittsburgh Penguins,29,36,-7,4,1,25.0,100,43.5,San Jose Sharks
2024-11-16,19:00,Away,1,L,0,4,-4,Carolina Hurricanes,24,28,-4,4,5,0,60,51.8,Ottawa Senators
2024-11-17,17:00,Home,0,W,4,1,3,St. Louis Blues,24,30,-6,3,1,33.3,100,63.5,Carolina Hurricanes
2024-11-17,17:00,Away,0,L,1,4,-3,Carolina Hurricanes,30,24,6,1,3,0,66.7,36.5,St. Louis Blues
2024-11-17,20:00,Away,1,W,5,2,3,Vegas Golden Knights,25,42,-17,1,1,100,100,47.9,Washington Capitals
2024-11-17,17:00,Away,0,L,1,4,-3,Carolina Hurricanes,30,24,6,1,3,0.0,66.7,36.5,St. Louis Blues
2024-11-17,22:00,Home,0,L,3,5,-2,Nashville Predators,27,22,5,2,2,50,0,52.9,Vancouver Canucks
2024-11-17,22:00,Away,1,W,5,3,2,Vancouver Canucks,22,27,-5,2,2,100,50,47.1,Nashville Predators
2024-11-17,21:00,Away,2,W,2,0,2,Seattle Kraken,23,24,-1,0,1,--,100,55.1,New York Rangers
2024-11-17,20:00,Home,1,L,2,5,-3,Washington Capitals,42,25,17,1,1,0,0,52.1,Vegas Golden Knights
2024-11-17,21:00,Home,0,L,0,2,-2,New York Rangers,24,23,1,1,0,0.0,--,44.9,Seattle Kraken
2024-11-18,19:00,Away,1,W,5,1,4,Boston Bruins,28,29,-1,2,6,0,83.3,50.9,Columbus Blue Jackets
2024-11-18,19:00,Home,1,L,1,5,-4,Columbus Blue Jackets,29,28,1,6,2,16.7,100,49.2,Boston Bruins
2024-11-18,19:00,Away,2,W,3,2,1,Philadelphia Flyers,29,26,3,4,3,25,100,41.7,Colorado Avalanche
2024-11-18,22:30,Away,1,L,4,5,-1,San Jose Sharks,20,34,-14,3,4,66.7,75,45.2,Detroit Red Wings
2024-11-18,20:00,Home,1,L,2,4,-2,Anaheim Ducks,36,27,9,2,2,0,50,66.2,Dallas Stars
2024-11-18,20:00,Away,2,W,4,2,2,Dallas Stars,27,36,-9,2,2,50,100,33.8,Anaheim Ducks
2024-11-18,,Away,1,W,3,0,3,Edmonton Oilers,25,30,-5,2,3,0,100,43.6,Montréal Canadiens
2024-11-18,21:00,Home,2,L,2,6,-4,Washington Capitals,26,24,2,7,3,0,66.7,52.6,Utah Hockey Club
2024-11-18,19:00,Home,1,L,2,3,-1,Colorado Avalanche,26,29,-3,3,4,0,75,58.3,Philadelphia Flyers
2024-11-18,19:30,Away,1,L,0,3,-3,Montreal Canadiens,30,25,5,3,2,0,100,56.4,Edmonton Oilers
2024-11-18,21:00,Away,0,W,6,2,4,Utah Hockey Club,24,26,-2,3,7,33.3,100,47.4,Washington Capitals
2024-11-19,19:00,Away,0,W,5,2,3,Ottawa Senators,31,29,2,3,2,33.3,100,48.3,Edmonton Oilers
2024-11-19,19:00,Home,2,L,2,3,-1,Tampa Bay Lightning,19,35,-16,2,3,50,100,40.8,Pittsburgh Penguins
2024-11-19,20:30,Home,2,L,2,3,-1,Anaheim Ducks,20,24,-4,1,2,0,100,52.7,Chicago Blackhawks
2024-11-19,20:00,Home,1,L,2,4,-2,Minnesota Wild,24,28,-4,2,2,50.0,100,53.5,St. Louis Blues
2024-11-19,20:00,Away,2,L,3,6,-3,Winnipeg Jets,23,27,-4,4,4,50,75,57.4,Florida Panthers
2024-11-19,21:00,Away,2,L,1,1,0,Calgary Flames,29,31,-2,3,1,0,0,62.7,New York Islanders
2024-11-19,22:00,Home,1,L,3,4,-1,New York Rangers,24,33,-9,3,2,0,100,32.8,Vancouver Canucks
2024-11-19,19:00,Home,2,L,2,5,-3,Edmonton Oilers,29,31,-2,2,3,0,66.7,51.7,Ottawa Senators
2024-11-19,21:00,Home,3,L,1,1,0,New York Islanders,31,29,2,1,3,100,100,37.3,Calgary Flames
2024-11-19,20:30,Away,0,W,3,2,1,Chicago Blackhawks,24,20,4,2,1,0,100,47.3,Anaheim Ducks
2024-11-19,19:00,Away,2,W,3,2,1,Pittsburgh Penguins,35,19,16,3,2,0,50,59.2,Tampa Bay Lightning
2024-11-19,20:00,Home,2,W,6,3,3,Florida Panthers,27,23,4,4,4,25,50,42.6,Winnipeg Jets
2024-11-19,20:00,Away,2,W,4,2,2,St. Louis Blues,28,24,4,2,2,0,50,46.6,Minnesota Wild
2024-11-19,22:00,Away,1,W,4,3,1,Vancouver Canucks,33,24,9,2,3,0,100,67.2,New York Rangers
2024-11-20,19:30,Home,1,L,1,4,-3,Carolina Hurricanes,19,37,-18,3,1,0,100,44.2,Philadelphia Flyers
2024-11-20,22:00,Away,2,L,0,3,-3,Seattle Kraken,24,37,-13,3,4,0,100,55.0,Nashville Predators
2024-11-20,20:00,Home,1,W,5,2,3,San Jose Sharks,31,23,8,4,3,0,100,54.7,Dallas Stars
2024-11-20,22:00,Home,2,W,3,0,3,Nashville Predators,37,24,13,4,3,0.0,100,45.0,Seattle Kraken
2024-11-20,20:00,Away,1,L,2,5,-3,Dallas Stars,23,31,-8,3,4,0.0,100,45.3,San Jose Sharks
2024-11-20,19:30,Home,3,W,3,0,3,Vegas Golden Knights,26,31,-5,2,3,50,100,50.0,Toronto Maple Leafs
2024-11-20,22:30,Home,3,L,0,1,-1,Buffalo Sabres,23,19,4,5,3,0,66.7,59.7,Los Angeles Kings
2024-11-20,22:30,Away,3,W,1,0,1,Los Angeles Kings,19,23,-4,3,5,33.3,100,40.4,Buffalo Sabres
2024-11-20,19:30,Away,2,L,0,3,-3,Toronto Maple Leafs,31,26,5,3,2,0,50,50.0,Vegas Golden Knights
2024-11-20,19:30,Away,2,W,4,1,3,Philadelphia Flyers,37,19,18,1,3,0,100,55.8,Carolina Hurricanes
2024-11-21,19:00,Away,1,L,1,2,-1,Detroit Red Wings,23,31,-8,1,3,0,100,53.1,New York Islanders
2024-11-21,19:00,Home,1,L,2,3,-1,Vegas Golden Knights,40,32,8,3,2,33.3,100,56.5,Ottawa Senators
2024-11-21,19:00,Away,1,L,6,7,-1,Columbus Blue Jackets,30,43,-13,2,1,100,0,57.1,Tampa Bay Lightning
2024-11-21,21:00,Away,1,L,2,3,-1,Calgary Flames,29,49,-20,1,5,0,80,58.3,New York Rangers
2024-11-21,20:00,Home,1,L,2,2,0,San Jose Sharks,31,24,7,1,2,0.0,50,50.9,St. Louis Blues
2024-11-21,19:00,Away,0,W,3,2,1,Ottawa Senators,32,40,-8,2,3,0,66.7,43.6,Vegas Golden Knights
2024-11-21,19:00,Home,2,L,1,2,-1,Colorado Avalanche,29,27,2,2,3,0,66.7,65.5,Washington Capitals
2024-11-21,19:00,Away,2,L,0,1,-1,Boston Bruins,22,31,-9,4,7,0,85.7,46.6,Utah Hockey Club
2024-11-21,20:00,Away,0,L,2,2,0,St. Louis Blues,24,31,-7,2,1,50.0,100,49.1,San Jose Sharks
2024-11-21,19:00,Home,4,W,4,2,2,Carolina Hurricanes,21,22,-1,3,2,66.7,50,48.0,New Jersey Devils
2024-11-21,21:00,Home,1,L,3,5,-2,Minnesota Wild,31,26,5,2,1,0,100,57.1,Edmonton Oilers
2024-11-21,19:00,Away,2,W,2,1,1,Washington Capitals,27,29,-2,3,2,33.3,100,34.5,Colorado Avalanche
2024-11-21,19:00,Home,2,W,1,0,1,Utah Hockey Club,31,22,9,7,4,14.3,100,53.5,Boston Bruins
2024-11-21,20:30,Home,1,W,3,1,2,Florida Panthers,20,33,-13,1,2,100,100,43.1,Chicago Blackhawks
2024-11-21,20:30,Away,1,L,1,3,-2,Chicago Blackhawks,33,20,13,2,1,0,0,56.9,Florida Panthers
2024-11-21,21:00,Away,1,W,5,3,2,Edmonton Oilers,26,31,-5,1,2,0,100,42.9,Minnesota Wild
2024-11-21,19:00,Home,2,W,7,6,1,Tampa Bay Lightning,43,30,13,1,2,100,0,42.9,Columbus Blue Jackets
2024-11-21,21:00,Home,1,W,3,2,1,New York Rangers,49,29,20,5,1,20,100,41.7,Calgary Flames
2024-11-21,19:00,Home,2,W,2,1,1,New York Islanders,31,23,8,3,1,0,100,46.9,Detroit Red Wings
2024-11-21,19:00,Away,0,L,2,4,-2,New Jersey Devils,22,21,1,2,3,50,33.3,52.0,Carolina Hurricanes
2024-11-22,22:00,Away,1,W,3,2,1,Anaheim Ducks,32,24,8,2,2,0,100,66.0,Buffalo Sabres
2024-11-22,22:00,Away,1,W,3,2,1,Anaheim Ducks,32,24,8,2,2,0,100,66.0,Buffalo Sabres
2024-11-22,19:00,Home,2,L,1,4,-3,Winnipeg Jets,18,30,-12,3,3,33.3,66.7,49.2,Pittsburgh Penguins
2024-11-22,19:00,Away,2,W,4,1,3,Pittsburgh Penguins,30,18,12,3,3,33.3,66.7,50.8,Winnipeg Jets
2024-11-22,22:00,Home,2,L,2,3,-1,Buffalo Sabres,24,32,-8,2,2,0,100,34.0,Anaheim Ducks
2024-11-23,16:00,Home,2,W,2,1,1,Seattle Kraken,21,20,1,1,3,100,100,53.3,Los Angeles Kings
2024-11-23,19:00,Home,2,W,4,1,3,Winnipeg Jets,36,24,12,3,3,33.3,100,52.0,Nashville Predators
2024-11-23,13:00,Home,2,W,3,2,1,Chicago Blackhawks,37,21,16,3,1,33.3,100,63.2,Philadelphia Flyers
2024-11-23,19:00,Home,1,L,2,3,-1,New Jersey Devils,25,33,-8,2,5,50,60,45.3,Washington Capitals
2024-11-23,19:00,Home,0,L,1,6,-5,Utah Hockey Club,28,30,-2,4,4,25,25,52.5,Pittsburgh Penguins
2024-11-23,19:00,Away,1,W,6,1,5,Pittsburgh Penguins,30,28,2,4,4,75,75,47.5,Utah Hockey Club
2024-11-23,,Away,4,L,2,6,-4,Vegas Golden Knights,17,28,-11,2,2,50,100,49.0,Montréal Canadiens
2024-11-23,19:00,Home,1,L,4,4,0,Carolina Hurricanes,32,36,-4,5,4,20,75,39.1,Columbus Blue Jackets
2024-11-23,19:00,Home,1,L,2,4,-2,Dallas Stars,29,28,1,3,3,0,66.7,56.1,Tampa Bay Lightning
2024-11-23,20:00,Away,0,W,4,2,2,San Jose Sharks,31,33,-2,2,5,0,100,66.2,Buffalo Sabres
2024-11-23,19:00,Away,0,L,1,4,-3,Nashville Predators,24,36,-12,3,3,0,66.7,48.0,Winnipeg Jets
2024-11-23,19:00,Home,1,L,3,4,-1,Vancouver Canucks,29,21,8,3,6,66.7,83.3,65.5,Ottawa Senators
2024-11-23,19:00,Away,1,W,2,1,1,Detroit Red Wings,29,20,9,2,4,50,100,55.0,Boston Bruins
2024-11-23,22:00,Home,1,W,6,2,4,New York Rangers,40,34,6,3,3,0,100,56.0,Edmonton Oilers
2024-11-23,19:00,Away,1,W,3,2,1,Washington Capitals,33,25,8,5,2,40,50,54.7,New Jersey Devils
2024-11-23,19:00,Away,1,L,4,4,0,Columbus Blue Jackets,36,32,4,4,5,25,80,60.9,Carolina Hurricanes
2024-11-23,16:00,Away,2,L,1,2,-1,Los Angeles Kings,20,21,-1,3,1,0.0,0,46.7,Seattle Kraken
2024-11-23,18:00,Away,1,W,7,4,3,Florida Panthers,25,31,-6,1,4,0,75,39.4,Colorado Avalanche
2024-11-23,19:00,Home,1,L,1,2,-1,Boston Bruins,20,29,-9,4,2,0,50,45.0,Detroit Red Wings
2024-11-23,19:00,Away,3,W,4,3,1,Ottawa Senators,21,29,-8,6,3,16.7,33.3,34.5,Vancouver Canucks
2024-11-23,19:00,Away,1,W,6,2,4,Montreal Canadiens,28,17,11,2,2,0,50,51.0,Vegas Golden Knights
2024-11-23,18:00,Home,1,L,4,7,-3,Colorado Avalanche,31,25,6,4,1,25,100,60.6,Florida Panthers
2024-11-23,13:00,Away,1,L,2,3,-1,Philadelphia Flyers,21,37,-16,1,3,0,66.7,36.8,Chicago Blackhawks
2024-11-23,19:30,Home,1,W,3,1,2,St. Louis Blues,31,25,6,2,1,50,0,64.2,New York Islanders
2024-11-23,19:30,Away,1,L,1,3,-2,New York Islanders,25,31,-6,1,2,100.0,50,35.9,St. Louis Blues
2024-11-23,19:00,Away,1,W,6,1,5,Pittsburgh Penguins,30,28,2,4,4,75,75,47.5,Utah Hockey Club
2024-11-23,16:00,Away,1,L,3,3,0,Calgary Flames,23,31,-8,3,2,33.3,0,64.6,Minnesota Wild
2024-11-23,22:00,Away,1,L,2,6,-4,Edmonton Oilers,34,40,-6,3,3,0,100,44.0,New York Rangers
2024-11-23,16:00,Home,1,L,3,3,0,Minnesota Wild,31,23,8,2,3,100,66.7,35.4,Calgary Flames
2024-11-23,19:00,Away,2,W,4,2,2,Tampa Bay Lightning,28,29,-1,3,3,33.3,100,43.9,Dallas Stars
2024-11-24,19:00,Home,3,W,3,2,1,Utah Hockey Club,35,26,9,6,2,16.7,50,54.1,Toronto Maple Leafs
2024-11-24,19:00,Away,0,L,2,3,-1,Toronto Maple Leafs,26,35,-9,2,6,50,83.3,45.9,Utah Hockey Club
2024-11-25,19:00,Away,1,L,2,8,-6,Tampa Bay Lightning,25,33,-8,3,2,0,0,37.3,Colorado Avalanche
